일시,광진구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20191213,3.982,256222.0,253654.0,2.1,-3.7,5.9,2.17,1.0,4.3,2.0,53.6,0.0,0.0,51,125373.0,169.65223274695535,739.0
20191214,3.35,225096.0,225538.0,2.7,-0.1,6.4,1.17,0.0,5.3,2.3,58.3,0.0,0.0,51,98660.0,133.50473612990527,739.0
20191215,4.044,162396.0,165105.0,5.3,0.4,11.0,0.0,0.0,3.6,2.0,52.5,0.0,0.0,51,74680.0,101.46739130434784,736.0
20191216,4.85,238617.0,236422.0,7.8,2.1,12.9,0.0,0.0,3.2,1.9,58.9,0.0,0.0,51,118436.0,160.91847826086956,736.0
20191217,3.256,235211.0,230686.0,7.7,3.2,10.2,6.75,9.8,4.5,2.3,81.4,0.0,0.67,51,119487.0,161.90650406504065,738.0
20191218,4.364,243850.0,240315.0,0.8,-1.7,5.2,0.0,0.0,4.2,2.5,64.6,0.0,0.0,51,124097.0,167.9255751014885,739.0
20191219,4.16,247008.0,242061.0,-0.8,-4.5,3.1,1.42,0.0,4.8,2.4,47.8,0.0,0.0,51,122861.0,166.25304465493912,739.0
20191220,3.944,267888.0,265589.0,-1.1,-3.5,2.0,0.83,0.0,3.9,2.3,45.3,0.0,0.0,51,126790.0,171.1066126855601,741.0
20191221,2.654,228619.0,230301.0,-1.2,-5.1,1.5,3.25,0.6,2.9,1.7,68.1,0.0,0.0,51,99975.0,135.28416779431663,739.0
20191222,3.184,170106.0,171722.0,4.1,0.3,8.4,1.08,0.3,3.5,1.7,63.4,0.0,0.0,51,78187.0,106.37687074829932,735.0
20191223,3.486,238237.0,234739.0,3.4,0.3,5.2,3.58,2.9,4.2,2.0,80.4,0.0,0.0,51,120519.0,163.97142857142856,735.0
20191224,3.836,260929.0,260681.0,0.8,-2.9,6.5,0.0,0.0,3.1,1.4,67.9,0.0,0.0,51,124441.0,168.39106901217863,739.0
20191225,3.008,174663.0,174846.0,2.0,-2.7,6.6,0.0,0.0,3.2,1.0,60.8,0.0,0.0,51,80683.0,109.47489823609229,737.0
20191226,2.94,233635.0,230806.0,2.0,-2.4,4.1,5.08,0.3,5.2,2.4,59.0,0.0,0.0,51,119645.0,162.12059620596207,738.0
20191227,3.378,248056.0,247193.0,-1.7,-4.6,2.6,0.0,0.0,4.3,2.1,45.4,0.0,0.0,51,121968.0,165.26829268292684,738.0
20191228,3.226,204948.0,207218.0,1.1,-3.6,6.1,0.0,0.0,3.7,2.0,47.6,0.0,0.0,51,93737.0,126.84303112313938,739.0
20191229,2.568,153881.0,154334.0,3.8,1.1,6.2,6.75,1.4,4.4,2.9,52.5,0.0,0.0,51,71514.0,97.29795918367348,735.0
20191230,2.734,231206.0,229593.0,2.7,-5.7,6.8,5.08,0.4,7.4,2.9,70.3,0.0,0.0,51,115568.0,156.38430311231394,739.0
20191231,2.162,228354.0,233092.0,-7.9,-10.9,-4.5,1.58,0.0,7.5,3.1,39.3,0.0,0.0,51,113884.0,154.10554803788904,739.0
20200101,1.796,119134.0,117217.0,-2.2,-6.5,0.3,9.83,0.1,2.6,0.6,64.4,0.0,0.0,78,59204.0,80.76944065484311,733.0
20200102,3.252,217091.0,213619.0,1.0,-0.7,3.8,0.0,0.0,4.0,1.2,65.4,0.0,0.0,78,109269.0,148.2618724559023,737.0
20200103,3.548,233334.0,233238.0,-0.1,-3.4,4.6,0.0,0.0,3.5,1.7,56.9,0.0,0.0,78,114947.0,156.81718963165076,733.0
20200104,3.268,195864.0,197328.0,1.2,-2.8,6.1,0.0,0.0,4.5,1.9,50.8,0.0,0.0,78,89814.0,122.6967213114754,732.0
20200105,3.026,145608.0,146194.0,1.3,-3.2,6.6,0.0,0.0,2.9,1.1,45.6,0.0,0.0,78,69631.0,94.8651226158038,734.0
20200106,1.934,218768.0,215712.0,3.1,0.6,4.6,14.33,1.8,5.4,3.1,65.4,0.0,0.0,78,113107.0,153.26151761517616,738.0
20200107,0.232,212670.0,210110.0,6.3,4.2,7.7,24.0,46.3,6.3,4.0,95.0,0.0,0.0,78,110610.0,150.48979591836735,735.0
20200108,2.43,224441.0,220171.0,2.4,-0.4,8.9,9.5,11.6,6.3,3.3,86.1,0.0,0.0,78,115806.0,157.1316146540027,737.0
20200109,3.382,228414.0,224859.0,-1.2,-3.1,2.0,0.0,0.0,4.3,2.3,65.3,0.0,0.0,78,115537.0,157.19319727891155,735.0
20200110,3.584,241201.0,241468.0,-0.6,-4.3,4.2,0.0,0.0,3.7,1.5,62.9,0.0,0.0,78,118841.0,161.03116531165313,738.0
20200111,2.83,202662.0,203261.0,-0.1,-2.6,3.9,0.0,0.0,4.8,1.9,60.9,0.0,0.0,78,92372.0,125.33514246947082,737.0
20200112,2.48,151937.0,153118.0,-1.0,-3.5,2.8,0.0,0.0,4.1,2.4,61.5,0.0,0.0,78,70824.0,96.88645690834473,731.0
20200113,3.096,220369.0,217328.0,-2.9,-4.7,0.2,0.0,0.0,4.9,2.3,51.0,0.0,0.0,78,112851.0,153.95770804911322,733.0
20200114,3.336,223992.0,220117.0,-2.3,-5.7,2.6,0.0,0.0,3.3,1.6,45.3,0.0,0.0,78,113568.0,154.5142857142857,735.0
20200115,3.438,228298.0,224348.0,-2.7,-6.4,2.2,0.0,0.0,4.5,1.9,44.8,0.0,0.0,78,115850.0,157.19131614654003,737.0
20200116,3.444,228090.0,223451.0,-1.7,-5.5,3.2,0.0,0.0,4.4,1.6,43.0,0.0,0.0,78,115137.0,156.22388059701493,737.0
20200117,3.496,241070.0,238425.0,-0.6,-4.8,4.9,0.0,0.0,3.8,1.5,43.9,0.0,0.0,78,118396.0,160.42818428184282,738.0
20200118,3.044,201182.0,200657.0,0.3,-4.1,5.9,0.0,0.0,4.2,1.8,48.1,0.0,0.0,78,92736.0,125.48849797023004,739.0
20200119,2.184,146776.0,149021.0,1.9,-0.4,5.3,1.58,0.6,6.1,2.2,62.8,0.3,0.0,78,71162.0,96.95095367847412,734.0
20200120,3.156,223220.0,219864.0,0.7,-3.3,5.5,0.0,0.0,5.7,2.5,46.8,0.0,0.0,78,114203.0,155.1671195652174,736.0
20200121,3.42,224521.0,220908.0,-0.4,-5.6,5.5,0.0,0.0,3.5,1.4,36.9,0.0,0.0,78,116170.0,157.4119241192412,738.0
20200122,3.78,227040.0,226568.0,3.0,-0.1,7.8,0.0,0.0,3.2,1.7,36.0,0.0,0.0,78,118564.0,161.0923913043478,736.0
20200123,3.998,219715.0,230076.0,4.6,0.0,9.9,0.0,0.0,4.7,2.0,49.3,0.0,0.0,78,111513.0,152.13233287858117,733.0
20200124,2.388,103298.0,112530.0,2.8,-1.3,7.4,0.0,0.0,3.7,1.7,63.0,0.0,0.0,78,50737.0,69.31284153005464,732.0
20200125,1.936,91137.0,87885.0,4.3,0.6,8.8,0.0,0.0,3.9,1.5,63.1,0.0,0.0,78,40632.0,55.81318681318681,728.0
20200126,2.83,122680.0,120170.0,5.5,-0.2,11.9,0.0,0.0,6.1,2.7,56.3,0.0,0.0,78,54929.0,75.14227086183311,731.0
20200127,1.984,126091.0,124944.0,5.9,4.8,7.5,6.92,0.1,7.0,4.6,48.1,0.0,0.0,78,60079.0,82.3,730.0
20200128,3.61,201225.0,197729.0,6.8,4.3,9.9,2.67,0.0,5.4,2.6,49.4,0.0,0.0,78,104193.0,141.56657608695653,736.0
20200129,4.224,207841.0,204551.0,6.0,3.2,9.6,0.0,0.0,3.6,2.1,46.4,0.0,0.0,78,110310.0,149.674355495251,737.0
20200130,4.364,207879.0,204078.0,5.2,1.4,10.4,0.0,0.0,3.0,1.8,47.0,0.0,0.0,78,110559.0,150.4204081632653,735.0
20200131,4.118,212954.0,210571.0,3.9,1.4,8.9,0.17,0.0,4.4,2.3,59.6,0.0,0.0,78,111129.0,150.78561736770692,737.0
20200201,3.236,158067.0,157104.0,2.6,-1.2,7.6,0.0,0.0,4.7,1.7,66.6,0.0,0.0,78,81447.0,111.87774725274726,728.0
20200202,2.868,114796.0,114649.0,1.5,-2.1,5.3,0.0,0.0,4.7,1.8,52.3,0.0,0.0,78,61349.0,83.35461956521739,736.0
20200203,3.4,195875.0,192713.0,-0.4,-2.9,3.0,3.08,0.0,5.7,3.1,43.6,0.0,0.0,78,107167.0,147.00548696844993,729.0
20200204,2.76,196702.0,193591.0,-1.6,-6.0,3.9,7.25,1.7,6.2,2.8,50.3,0.8,0.0,78,109511.0,148.7921195652174,736.0
20200205,2.652,190494.0,187265.0,-8.3,-11.0,-4.9,0.0,0.0,5.5,3.3,37.3,0.0,0.0,78,107466.0,145.81546811397558,737.0
20200206,2.838,188322.0,184859.0,-6.4,-11.8,0.4,0.0,0.0,4.0,1.9,36.4,0.0,0.0,78,104613.0,142.71896316507502,733.0
20200207,3.128,201363.0,200107.0,-1.7,-7.2,2.2,0.58,0.0,3.5,2.0,45.1,0.0,0.0,78,108304.0,146.15924426450744,741.0
20200208,2.704,151697.0,151672.0,-0.1,-2.3,3.7,0.17,0.0,5.3,3.0,48.1,0.0,0.0,78,80115.0,108.70420624151969,737.0
20200209,2.606,113157.0,114121.0,-0.5,-5.6,4.1,0.08,0.0,4.4,2.0,51.1,0.0,0.0,78,60227.0,82.5027397260274,730.0
20200210,3.906,194106.0,191411.0,4.0,-0.7,9.6,0.92,0.0,4.2,1.7,49.4,0.0,0.0,78,104933.0,143.15552523874487,733.0
20200211,4.614,200001.0,196648.0,6.8,-0.5,14.6,0.0,0.0,3.6,1.6,37.0,0.0,0.0,78,107070.0,145.27815468113977,737.0
20200212,1.238,193126.0,190222.0,7.4,6.5,8.2,20.58,6.7,5.0,2.2,73.4,0.0,0.0,78,106123.0,144.38503401360543,735.0
20200213,3.71,204537.0,201701.0,6.5,4.9,8.7,0.0,0.0,3.2,1.7,84.8,0.0,0.78,78,108150.0,146.9429347826087,736.0
20200214,4.814,219028.0,218270.0,8.1,3.2,14.7,0.0,0.0,3.0,1.2,70.3,0.0,0.0,78,111879.0,152.21632653061224,735.0
20200215,3.718,169929.0,169511.0,9.8,6.2,15.6,4.25,2.0,5.0,2.7,63.0,0.0,0.0,78,84778.0,115.50136239782016,734.0
20200216,0.948,121781.0,123075.0,-1.4,-4.3,7.7,17.0,13.4,6.6,4.0,81.1,4.0,0.0,78,61977.0,84.5525238744884,733.0
20200217,1.54,201511.0,197865.0,-5.9,-7.1,-3.9,14.75,1.0,5.6,3.4,64.3,3.8,0.0,78,109480.0,148.34688346883468,738.0
20200218,2.106,201104.0,197298.0,-4.1,-8.3,1.3,0.0,0.0,4.1,2.3,44.0,0.0,0.0,78,108248.0,147.07608695652175,736.0
20200219,3.774,204074.0,200484.0,1.0,-4.4,6.4,0.0,0.0,3.2,1.5,56.8,0.0,0.0,78,108492.0,147.4076086956522,736.0
20200220,3.964,200689.0,198553.0,4.6,-0.6,10.8,0.0,0.0,3.3,1.7,62.6,0.0,0.0,78,106124.0,143.9945725915875,737.0
20200221,3.37,202543.0,199517.0,6.7,2.1,10.9,4.92,4.2,5.3,2.2,66.3,0.0,0.0,78,104443.0,142.09931972789116,735.0
20200222,2.22,134597.0,135672.0,4.0,0.0,7.9,3.83,3.1,8.2,4.0,62.0,0.0,0.0,78,72332.0,98.6793997271487,733.0
20200223,2.934,94377.0,94461.0,2.5,-2.5,8.0,0.0,0.0,4.2,2.0,48.6,0.0,0.0,78,51027.0,69.51907356948229,734.0
20200224,3.89,164378.0,162426.0,7.0,0.8,12.2,0.0,0.0,3.4,1.6,51.8,0.0,0.0,78,90769.0,124.6826923076923,728.0
20200225,1.844,150222.0,147271.0,6.7,4.7,9.4,12.58,16.6,6.8,4.2,73.5,0.0,0.0,78,85464.0,116.27755102040815,735.0
20200226,3.982,152125.0,149959.0,6.4,2.8,10.4,0.42,0.0,4.0,2.1,59.6,0.0,0.0,78,85422.0,117.0164383561644,730.0
20200227,4.452,149152.0,146561.0,6.1,1.3,12.5,0.0,0.0,4.4,2.0,54.0,0.0,0.0,78,84434.0,114.56445047489824,737.0
20200228,1.418,144708.0,143180.0,4.5,3.6,5.9,13.83,3.9,4.2,1.4,79.4,0.0,0.0,78,81887.0,111.56267029972751,734.0
20200229,4.004,92282.0,92553.0,7.7,4.5,13.0,5.17,0.5,4.2,1.7,68.6,0.0,0.0,78,56275.0,77.19478737997257,729.0
20200301,2.734,64820.0,64596.0,5.8,3.2,10.1,4.5,0.2,4.7,2.0,71.8,0.0,0.0,78,38998.0,54.31476323119777,718.0
20200302,3.838,141718.0,139727.0,3.4,0.0,7.6,0.33,0.0,4.9,2.7,55.3,0.0,0.0,78,81347.0,110.82697547683924,734.0
20200303,4.254,141774.0,139681.0,4.8,0.3,10.5,0.0,0.0,4.7,2.6,57.0,0.0,0.0,78,81552.0,110.80434782608695,736.0
20200304,3.328,140840.0,138816.0,2.2,-1.3,4.6,1.5,0.0,6.8,3.7,53.4,0.0,0.0,78,81196.0,110.47074829931972,735.0
20200305,3.72,143519.0,140873.0,1.4,-2.8,6.3,0.0,0.0,4.1,2.5,47.5,0.0,0.0,78,81939.0,111.48163265306124,735.0
20200306,4.38,151451.0,150117.0,3.7,-2.5,10.1,0.0,0.0,3.6,1.6,46.8,0.0,0.0,78,84635.0,114.99320652173913,736.0
20200307,5.144,101572.0,101941.0,7.0,1.3,14.2,0.0,0.0,4.1,2.0,39.5,0.0,0.0,78,59573.0,81.16212534059946,734.0
20200308,7.346,79181.0,78827.0,9.3,2.3,16.9,0.0,0.0,4.6,1.6,43.8,0.0,0.0,78,43693.0,59.77154582763338,731.0
20200309,6.842,151802.0,150439.0,11.1,4.8,17.6,0.0,0.0,4.5,1.8,37.6,0.0,0.0,78,84563.0,115.83972602739726,730.0
20200310,1.268,142674.0,140277.0,6.4,3.2,10.8,18.67,11.8,5.3,2.8,78.4,0.0,0.0,78,82940.0,112.84353741496598,735.0
20200311,5.178,151342.0,149495.0,3.8,0.0,8.3,0.0,0.0,5.5,3.3,41.8,0.0,0.0,78,85160.0,116.1800818553888,733.0
20200312,6.02,150155.0,147731.0,6.8,0.2,13.3,0.0,0.0,5.4,2.5,49.8,0.0,0.0,78,83198.0,113.50341064120056,733.0
20200313,5.116,155918.0,155494.0,4.9,-0.1,8.7,2.25,0.5,5.4,3.3,41.0,0.0,0.0,78,86138.0,117.67486338797814,732.0
20200314,5.064,108915.0,109463.0,3.6,-2.7,8.6,0.0,0.0,6.8,3.0,48.1,0.0,0.0,78,63191.0,86.2087312414734,733.0
20200315,4.026,78301.0,78089.0,4.0,0.2,8.5,0.0,0.0,7.8,3.6,48.3,0.0,0.0,78,43906.0,59.817438692098094,734.0
20200316,4.528,149382.0,147928.0,3.6,-2.1,9.1,0.0,0.0,5.2,2.8,42.4,0.0,0.0,78,84440.0,115.51299589603283,731.0
20200317,5.428,148679.0,146279.0,6.6,3.1,12.3,0.0,0.0,5.2,2.1,65.8,0.0,0.0,78,83842.0,114.07074829931972,735.0
20200318,8.032,156220.0,154179.0,10.0,2.7,17.0,0.0,0.0,4.4,1.8,45.8,0.0,0.0,78,86028.0,116.72727272727272,737.0
20200319,2.844,145823.0,143107.0,9.1,5.8,12.1,0.33,0.0,8.2,4.8,49.0,0.0,0.0,78,82960.0,112.87074829931971,735.0
20200320,6.322,165054.0,164222.0,8.8,3.1,14.0,0.0,0.0,6.6,3.1,39.6,0.0,0.0,78,88603.0,120.7125340599455,734.0
20200321,8.388,117147.0,117788.0,12.8,7.9,19.5,0.0,0.0,5.1,2.0,56.5,0.0,0.0,78,63751.0,86.61820652173913,736.0
20200322,9.314,91493.0,91279.0,11.0,6.1,16.5,0.0,0.0,5.6,3.0,37.5,0.0,0.0,78,46605.0,63.66803278688525,732.0
20200323,7.918,155287.0,153470.0,10.6,5.4,17.0,0.0,0.0,4.8,1.9,37.9,0.0,0.0,78,84567.0,115.52868852459017,732.0
20200324,8.888,155919.0,153040.0,11.4,5.3,17.9,0.0,0.0,4.0,1.8,35.0,0.0,0.0,78,84301.0,114.2289972899729,738.0
20200325,9.53,160657.0,158834.0,12.5,6.1,19.2,0.0,0.0,5.3,1.9,33.6,0.0,0.0,78,86838.0,118.46930422919507,733.0
20200326,5.112,151703.0,149037.0,14.8,8.1,20.6,4.92,1.8,5.3,1.9,53.8,0.0,0.0,78,84735.0,114.8170731707317,738.0
20200327,6.652,163202.0,162652.0,11.9,6.7,15.8,5.92,2.0,5.8,3.3,56.4,0.0,0.0,78,87075.0,118.46938775510203,735.0
20200328,7.972,120311.0,121367.0,7.7,4.5,12.8,0.0,0.0,5.5,3.2,17.9,0.0,0.0,78,65604.0,89.74555403556772,731.0
20200329,8.954,92420.0,92254.0,8.7,1.3,16.1,0.0,0.0,4.6,2.0,30.6,0.0,0.0,78,47679.0,65.31369863013698,730.0
20200330,8.092,157075.0,154801.0,10.2,4.3,16.9,0.0,0.0,4.1,1.8,38.4,0.0,0.0,78,85285.0,115.719131614654,737.0
20200331,8.884,157711.0,155632.0,11.9,4.7,18.6,0.0,0.0,4.4,2.0,34.5,0.0,0.0,78,85239.0,116.12942779291554,734.0
20200401,7.884,158960.0,157230.0,11.3,6.0,17.4,0.0,0.0,7.3,3.7,35.6,0.0,0.0,78,87189.0,117.98240866035182,739.0
20200402,8.456,158662.0,156383.0,9.3,3.4,15.5,0.0,0.0,5.5,2.3,41.4,0.0,0.0,78,86529.0,117.2479674796748,738.0
20200403,8.646,167412.0,167500.0,10.0,5.3,16.3,0.0,0.0,5.7,2.7,53.8,0.0,0.0,78,89562.0,121.19350473612992,739.0
20200404,8.18,122613.0,124032.0,8.9,5.0,13.3,0.0,0.0,6.3,3.4,36.4,0.0,0.0,78,65609.0,89.14266304347827,736.0
20200405,7.72,89740.0,89138.0,7.2,1.9,13.7,0.0,0.0,5.4,2.8,29.5,0.0,0.0,78,47019.0,64.49794238683127,729.0
20200406,7.918,157783.0,155609.0,9.3,2.9,16.1,0.0,0.0,5.9,2.4,38.3,0.0,0.0,78,87469.0,119.00544217687074,735.0
20200407,8.646,159781.0,157306.0,10.6,6.0,16.8,0.0,0.0,5.1,2.5,56.6,0.0,0.0,78,87363.0,118.69972826086956,736.0
20200408,7.936,159771.0,157782.0,9.4,5.2,14.2,0.0,0.0,5.9,3.5,25.5,0.0,0.0,78,88789.0,120.31029810298104,738.0
20200409,8.236,159855.0,157107.0,8.9,4.3,14.7,0.0,0.0,5.7,2.8,44.6,0.0,0.0,78,87381.0,118.7241847826087,736.0
20200410,8.414,169358.0,168635.0,10.7,5.8,16.8,0.0,0.0,4.1,2.4,52.6,0.0,0.0,78,91376.0,124.49046321525886,734.0
20200411,9.248,122781.0,123834.0,9.9,6.2,16.0,0.0,0.0,4.9,2.5,63.8,0.0,0.0,78,67406.0,92.0846994535519,732.0
20200412,8.0,89663.0,89364.0,9.9,4.4,15.6,0.0,0.0,7.4,3.8,58.6,0.0,0.0,78,47267.0,65.01650618982119,727.0
20200413,8.684,160947.0,158960.0,12.4,4.3,20.4,0.0,0.0,5.5,3.1,39.4,0.0,0.0,78,88130.0,119.9047619047619,735.0
20200414,9.12,167740.0,166466.0,13.0,7.6,19.6,0.0,0.0,5.3,2.4,46.8,0.0,0.0,78,91034.0,123.85578231292516,735.0
20200415,10.564,108786.0,107993.0,13.2,7.2,20.2,0.0,0.0,5.6,2.2,39.8,0.0,0.0,78,62515.0,85.17029972752043,734.0
20200416,10.162,163696.0,161553.0,16.0,8.9,23.8,0.0,0.0,4.5,2.3,39.9,0.0,0.0,78,89090.0,120.55480378890393,739.0
20200417,3.798,163404.0,162659.0,12.5,10.4,15.4,9.5,6.5,4.8,2.4,77.8,0.0,0.0,78,89414.0,121.32157394843962,737.0
20200418,11.258,134266.0,135752.0,13.5,8.5,19.6,0.0,0.0,4.8,2.6,67.9,0.0,0.0,78,70232.0,95.68392370572208,734.0
20200419,3.37,86189.0,85937.0,12.3,9.5,15.5,9.0,10.3,5.2,2.7,75.8,0.0,0.0,78,46675.0,63.67667121418827,733.0
20200420,5.634,161870.0,159811.0,10.0,7.6,13.1,2.33,0.1,6.8,3.3,73.0,0.0,0.0,78,89601.0,121.5753052917232,737.0
20200421,5.59,165858.0,163314.0,7.4,4.8,10.4,0.0,0.0,8.9,4.4,49.0,0.0,0.0,78,91164.0,123.8641304347826,736.0
20200422,5.188,164743.0,162622.0,6.0,4.1,8.3,2.33,0.0,6.4,4.0,46.8,0.0,0.0,78,91447.0,124.24864130434784,736.0
20200423,6.774,168620.0,165717.0,7.9,2.9,12.8,0.0,0.0,7.9,3.7,47.8,0.0,0.0,78,91790.0,125.22510231923602,733.0
20200424,7.62,179822.0,178944.0,9.9,4.1,14.3,0.0,0.0,8.2,3.9,55.6,0.0,0.0,78,95579.0,129.51084010840108,738.0
20200425,9.586,136156.0,137318.0,13.1,9.9,17.1,0.0,0.0,7.8,3.9,54.4,0.0,0.0,78,71492.0,97.26802721088436,735.0
20200426,9.688,104892.0,104672.0,12.3,6.8,19.0,0.0,0.0,6.5,3.2,43.1,0.0,0.0,78,53582.0,73.29958960328317,731.0
20200427,7.762,170269.0,168043.0,12.9,8.7,18.3,0.0,0.0,5.5,2.8,49.8,0.0,0.0,78,92041.0,125.22585034013603,735.0
20200428,9.01,174218.0,171292.0,13.9,7.8,19.9,0.0,0.0,5.5,3.0,50.0,0.0,0.0,78,93247.0,126.86666666666666,735.0
20200429,9.246,185418.0,185310.0,14.9,9.3,21.0,0.0,0.0,5.2,2.6,48.6,0.0,0.0,78,96211.0,130.19079837618403,739.0
20200430,11.848,129083.0,130901.0,17.1,9.3,23.4,0.0,0.0,5.9,2.7,57.1,0.0,0.0,78,65759.0,89.22523744911804,737.0
20200501,11.53,136758.0,137320.0,20.2,16.4,26.2,0.0,0.0,5.5,2.7,73.6,0.0,0.0,78,70560.0,96.0,735.0
20200502,10.51,131353.0,132189.0,20.3,18.0,23.9,0.67,0.0,4.6,2.3,79.6,0.0,0.0,78,65970.0,89.87738419618529,734.0
20200503,11.066,107315.0,106783.0,21.8,17.0,27.4,1.08,0.0,3.9,2.0,68.8,0.0,0.0,78,54068.0,73.46195652173913,736.0
20200504,11.466,166860.0,167382.0,20.2,14.8,25.3,0.0,0.0,4.6,2.7,63.9,0.0,0.0,78,89512.0,121.78503401360544,735.0
20200505,11.26,118481.0,117907.0,16.0,13.1,19.3,0.0,0.0,5.3,1.9,67.9,0.0,0.0,78,61644.0,84.21311475409836,732.0
20200506,9.89,184143.0,181732.0,19.4,11.1,27.6,0.0,0.0,4.4,2.1,50.0,0.0,0.0,78,96691.0,131.1953867028494,737.0
20200507,9.848,187681.0,184843.0,20.7,14.9,26.5,0.0,0.0,4.3,2.5,32.5,0.0,0.0,78,97477.0,132.08265582655827,738.0
20200508,6.114,193907.0,191502.0,19.9,14.3,27.3,6.17,2.3,4.5,2.4,32.8,0.0,0.0,78,99267.0,134.5081300813008,738.0
20200509,1.04,122816.0,124629.0,14.2,12.7,16.8,24.0,24.4,5.9,3.6,94.4,0.0,0.0,78,65519.0,89.26294277929155,734.0
20200510,8.058,107304.0,106979.0,14.4,12.8,16.6,8.42,1.3,4.1,2.5,88.6,0.0,0.0,78,53105.0,72.6470588235294,731.0
20200511,8.22,178998.0,176697.0,16.5,12.4,22.0,3.0,3.4,5.6,3.0,61.0,0.0,0.0,78,93792.0,127.43478260869566,736.0
20200512,8.118,176974.0,174411.0,14.3,10.5,18.9,0.83,0.7,5.4,2.9,69.4,0.0,0.0,78,93190.0,126.78911564625852,735.0
20200513,9.202,181007.0,178309.0,16.1,10.2,21.8,0.0,0.0,6.5,2.8,47.3,0.0,0.0,78,95477.0,129.5481682496608,737.0
20200514,8.858,178982.0,177174.0,19.3,12.4,25.4,0.0,0.0,4.3,2.0,35.4,0.0,0.0,78,94658.0,128.61141304347825,736.0
20200515,1.588,177252.0,176590.0,16.1,14.1,20.2,20.75,12.0,5.3,3.0,81.4,0.0,0.0,78,95114.0,129.40680272108844,735.0
20200516,7.188,133823.0,134167.0,16.7,15.0,20.3,12.67,2.5,3.3,1.6,90.3,0.0,0.0,78,71939.0,98.2773224043716,732.0
20200517,10.754,106853.0,106729.0,19.1,14.6,24.9,1.0,0.0,4.3,1.7,80.1,0.0,0.0,78,57235.0,78.08321964529331,733.0
20200518,3.838,168206.0,166167.0,19.1,13.2,26.8,7.0,29.8,7.2,2.4,79.4,0.0,0.0,78,91660.0,124.70748299319727,735.0
20200519,5.558,170705.0,168442.0,13.0,10.1,17.1,6.42,19.0,7.2,3.2,73.6,0.0,0.0,78,94209.0,127.82767978290366,737.0
20200520,8.398,183723.0,181394.0,14.4,9.2,20.1,0.58,0.0,3.0,1.9,60.4,0.0,0.0,78,97652.0,133.22237380627558,733.0
20200521,8.906,184177.0,182134.0,17.4,10.9,22.9,0.0,0.0,3.3,2.1,56.1,0.0,0.0,78,97244.0,132.3047619047619,735.0
20200522,8.832,190504.0,190224.0,18.5,14.8,22.7,0.5,0.0,4.9,1.9,68.5,0.0,0.0,78,98336.0,133.6086956521739,736.0
20200523,12.18,152421.0,153500.0,20.1,16.6,25.0,0.67,0.0,4.7,2.2,66.1,0.0,0.0,78,77343.0,104.94301221166891,737.0
20200524,9.69,104330.0,103642.0,17.1,14.3,20.2,9.75,14.5,6.5,2.9,84.8,0.0,0.0,78,54188.0,73.92633015006821,733.0
20200525,10.29,180040.0,178140.0,16.6,13.7,21.3,0.0,0.0,3.8,2.1,81.0,0.0,0.0,78,96310.0,130.6784260515604,737.0
20200526,7.082,178197.0,175766.0,16.2,12.7,22.9,2.67,1.5,5.4,2.1,81.9,0.0,0.0,78,96042.0,130.8474114441417,734.0
20200527,10.642,185107.0,182596.0,17.4,11.8,23.9,0.0,0.0,5.9,2.6,68.5,0.0,0.0,78,98882.0,133.98644986449864,738.0
20200528,10.59,182434.0,180121.0,18.7,14.2,23.4,0.25,0.0,3.9,1.9,62.8,0.0,0.0,78,96750.0,131.4538043478261,736.0
20200529,10.916,191085.0,190177.0,20.7,14.6,27.6,0.0,0.0,4.1,2.0,65.6,0.0,0.0,78,99222.0,134.4471544715447,738.0
20200530,11.88,146897.0,147248.0,22.6,16.5,30.0,0.0,0.0,4.3,1.9,57.3,0.0,0.0,78,76306.0,104.10095497953616,733.0
20200531,11.23,107741.0,106939.0,21.2,17.6,28.0,1.92,1.0,5.7,2.3,63.0,0.0,0.0,78,55706.0,75.89373297002724,734.0
20200601,10.832,178219.0,175965.0,19.7,16.6,24.5,3.75,0.4,6.2,3.4,64.3,0.0,0.0,78,95574.0,129.5040650406504,738.0
20200602,7.798,172259.0,169864.0,17.9,14.8,21.8,1.83,2.0,4.1,2.2,71.0,0.0,0.0,78,94281.0,127.92537313432835,737.0
20200603,10.556,180715.0,178908.0,22.0,17.6,28.4,0.0,0.0,5.6,2.4,73.3,0.0,0.0,78,98229.0,134.00954979536152,733.0
20200604,10.164,181438.0,179049.0,21.9,19.7,26.5,6.75,0.2,4.7,2.7,81.1,0.0,0.0,78,97434.0,132.02439024390245,738.0
20200605,11.056,192598.0,193015.0,23.0,18.4,28.7,0.0,0.0,3.8,1.8,69.4,0.0,0.0,78,100581.0,136.65896739130434,736.0
20200606,11.886,137943.0,139217.0,24.6,19.2,30.9,0.0,0.0,4.4,2.0,63.6,0.0,0.0,78,68925.0,93.64809782608695,736.0
20200607,11.026,108974.0,108497.0,22.7,19.2,29.2,0.0,0.0,5.1,2.3,69.4,0.0,0.0,78,56412.0,77.17099863201095,731.0
