일시,중랑구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20191203,1.774,154428.0,148418.0,0.5,-5.0,4.2,6.42,0.6,3.6,1.6,61.3,0.0,0.0,49,157482.0,112.16666666666669,1404.0
20191204,1.964,157840.0,151165.0,2.0,-2.0,7.2,0.92,0.0,4.4,1.8,41.6,0.0,0.0,49,160825.0,114.62936564504632,1403.0
20191205,1.458,156152.0,150200.0,-4.4,-8.5,-0.2,0.0,0.0,6.0,3.2,31.9,0.0,0.0,49,159077.0,113.38346400570208,1403.0
20191206,1.306,155898.0,149279.0,-5.9,-10.6,-1.0,0.0,0.0,3.8,1.7,34.5,0.0,0.0,49,157724.0,112.49928673323824,1402.0
20191207,1.222,122973.0,116631.0,-2.4,-5.5,1.2,3.75,0.1,3.1,1.7,65.0,0.0,0.0,49,121883.0,86.6877667140825,1406.0
20191208,1.208,89491.0,85383.0,-0.9,-5.5,4.9,0.0,0.0,3.2,1.4,65.1,0.0,0.0,49,90261.0,64.56437768240343,1398.0
20191209,1.688,154175.0,147966.0,3.2,-1.3,8.0,0.33,0.0,3.9,2.5,56.8,0.0,0.0,49,156698.0,111.44950213371266,1406.0
20191210,1.75,157617.0,151059.0,8.1,6.0,10.8,2.08,1.7,3.5,1.2,82.3,0.0,0.0,49,160358.0,114.37803138373752,1402.0
20191211,1.774,158376.0,152155.0,6.3,0.1,9.8,1.25,0.2,7.2,3.4,62.0,0.0,0.0,49,161948.0,115.01988636363636,1408.0
20191212,1.776,159176.0,153353.0,-0.7,-3.5,3.4,0.0,0.0,4.2,1.8,45.4,0.0,0.0,49,160895.0,114.8429693076374,1401.0
20191213,1.72,162997.0,155254.0,2.1,-3.7,5.9,2.17,1.0,4.3,2.0,53.6,0.0,0.0,49,162885.0,116.01495726495726,1404.0
20191214,1.492,131202.0,124413.0,2.7,-0.1,6.4,1.17,0.0,5.3,2.3,58.3,0.0,0.0,49,124575.0,88.72863247863248,1404.0
20191215,1.514,92276.0,89089.0,5.3,0.4,11.0,0.0,0.0,3.6,2.0,52.5,0.0,0.0,49,93319.0,66.79957050823192,1397.0
20191216,2.046,154557.0,148522.0,7.8,2.1,12.9,0.0,0.0,3.2,1.9,58.9,0.0,0.0,49,153157.0,109.1639344262295,1403.0
20191217,1.304,152351.0,145537.0,7.7,3.2,10.2,6.75,9.8,4.5,2.3,81.4,0.0,0.67,49,153510.0,109.41553813257306,1403.0
20191218,1.894,156821.0,150713.0,0.8,-1.7,5.2,0.0,0.0,4.2,2.5,64.6,0.0,0.0,49,157631.0,112.59357142857142,1400.0
20191219,1.692,157403.0,150265.0,-0.8,-4.5,3.1,1.42,0.0,4.8,2.4,47.8,0.0,0.0,49,157603.0,111.93394886363636,1408.0
20191220,1.728,164591.0,157033.0,-1.1,-3.5,2.0,0.83,0.0,3.9,2.3,45.3,0.0,0.0,49,163558.0,115.99858156028368,1410.0
20191221,1.16,128930.0,122670.0,-1.2,-5.1,1.5,3.25,0.6,2.9,1.7,68.1,0.0,0.0,49,125554.0,89.42592592592592,1404.0
20191222,1.37,93817.0,89762.0,4.1,0.3,8.4,1.08,0.3,3.5,1.7,63.4,0.0,0.0,49,95503.0,68.11911554921541,1402.0
20191223,1.35,155413.0,148377.0,3.4,0.3,5.2,3.58,2.9,4.2,2.0,80.4,0.0,0.0,49,154687.0,110.17592592592592,1404.0
20191224,1.734,160821.0,153382.0,0.8,-2.9,6.5,0.0,0.0,3.1,1.4,67.9,0.0,0.0,49,159234.0,113.09232954545456,1408.0
20191225,1.27,96087.0,92563.0,2.0,-2.7,6.6,0.0,0.0,3.2,1.0,60.8,0.0,0.0,49,101119.0,72.43481375358166,1396.0
20191226,1.258,154092.0,147191.0,2.0,-2.4,4.1,5.08,0.3,5.2,2.4,59.0,0.0,0.0,49,153485.0,109.24199288256229,1405.0
20191227,1.466,159358.0,150389.0,-1.7,-4.6,2.6,0.0,0.0,4.3,2.1,45.4,0.0,0.0,49,157870.0,112.12357954545456,1408.0
20191228,1.522,121197.0,114708.0,1.1,-3.6,6.1,0.0,0.0,3.7,2.0,47.6,0.0,0.0,49,118172.0,84.16809116809117,1404.0
20191229,1.104,86557.0,83734.0,3.8,1.1,6.2,6.75,1.4,4.4,2.9,52.5,0.0,0.0,49,89161.0,63.8689111747851,1396.0
20191230,1.15,150581.0,143426.0,2.7,-5.7,6.8,5.08,0.4,7.4,2.9,70.3,0.0,0.0,49,149929.0,107.01570306923628,1401.0
20191231,1.006,145781.0,138042.0,-7.9,-10.9,-4.5,1.58,0.0,7.5,3.1,39.3,0.0,0.0,49,146708.0,104.34423897581792,1406.0
20200101,1.008,66073.0,65303.0,-2.2,-6.5,0.3,9.83,0.1,2.6,0.6,64.4,0.0,0.0,67,70646.0,50.606017191977074,1396.0
20200102,1.422,144291.0,137897.0,1.0,-0.7,3.8,0.0,0.0,4.0,1.2,65.4,0.0,0.0,67,140555.0,99.89694385216774,1407.0
20200103,1.634,152080.0,145331.0,-0.1,-3.4,4.6,0.0,0.0,3.5,1.7,56.9,0.0,0.0,67,147772.0,104.6543909348442,1412.0
20200104,1.392,113823.0,108958.0,1.2,-2.8,6.1,0.0,0.0,4.5,1.9,50.8,0.0,0.0,67,112627.0,79.76416430594901,1412.0
20200105,1.36,84243.0,81597.0,1.3,-3.2,6.6,0.0,0.0,2.9,1.1,45.6,0.0,0.0,67,86559.0,61.69565217391305,1403.0
20200106,0.766,146826.0,141528.0,3.1,0.6,4.6,14.33,1.8,5.4,3.1,65.4,0.0,0.0,67,145893.0,103.32365439093483,1412.0
20200107,0.104,142911.0,138330.0,6.3,4.2,7.7,24.0,46.3,6.3,4.0,95.0,0.0,0.0,67,142029.0,100.65839829907868,1411.0
20200108,1.096,148459.0,142863.0,2.4,-0.4,8.9,9.5,11.6,6.3,3.3,86.1,0.0,0.0,67,147904.0,104.67374380750176,1413.0
20200109,1.506,150697.0,144929.0,-1.2,-3.1,2.0,0.0,0.0,4.3,2.3,65.3,0.0,0.0,67,147492.0,104.60425531914892,1410.0
20200110,1.438,156273.0,150039.0,-0.6,-4.3,4.2,0.0,0.0,3.7,1.5,62.9,0.0,0.0,67,152480.0,107.75971731448765,1415.0
20200111,1.322,120829.0,114466.0,-0.1,-2.6,3.9,0.0,0.0,4.8,1.9,60.9,0.0,0.0,67,118038.0,83.65556343019135,1411.0
20200112,1.148,86378.0,83706.0,-1.0,-3.5,2.8,0.0,0.0,4.1,2.4,61.5,0.0,0.0,67,86875.0,61.96504992867333,1402.0
20200113,1.274,148710.0,143086.0,-2.9,-4.7,0.2,0.0,0.0,4.9,2.3,51.0,0.0,0.0,67,145334.0,103.14691270404542,1409.0
20200114,1.34,149101.0,143566.0,-2.3,-5.7,2.6,0.0,0.0,3.3,1.6,45.3,0.0,0.0,67,146939.0,104.2860184528034,1409.0
20200115,1.332,151103.0,145089.0,-2.7,-6.4,2.2,0.0,0.0,4.5,1.9,44.8,0.0,0.0,67,148913.0,105.83724235963042,1407.0
20200116,1.282,151250.0,145259.0,-1.7,-5.5,3.2,0.0,0.0,4.4,1.6,43.0,0.0,0.0,67,149082.0,105.8069552874379,1409.0
20200117,1.372,155687.0,148372.0,-0.6,-4.8,4.9,0.0,0.0,3.8,1.5,43.9,0.0,0.0,67,151821.0,107.52195467422096,1412.0
20200118,1.35,118839.0,112779.0,0.3,-4.1,5.9,0.0,0.0,4.2,1.8,48.1,0.0,0.0,67,118920.0,84.40028388928317,1409.0
20200119,0.944,85172.0,82024.0,1.9,-0.4,5.3,1.58,0.6,6.1,2.2,62.8,0.3,0.0,67,90104.0,64.17663817663818,1404.0
20200120,1.394,150253.0,144397.0,0.7,-3.3,5.5,0.0,0.0,5.7,2.5,46.8,0.0,0.0,67,148878.0,105.5872340425532,1410.0
20200121,1.62,151592.0,145587.0,-0.4,-5.6,5.5,0.0,0.0,3.5,1.4,36.9,0.0,0.0,67,150710.0,106.88652482269504,1410.0
20200122,1.626,151562.0,146171.0,3.0,-0.1,7.8,0.0,0.0,3.2,1.7,36.0,0.0,0.0,67,152708.0,108.07360226468506,1413.0
20200123,1.8,146371.0,138454.0,4.6,0.0,9.9,0.0,0.0,4.7,2.0,49.3,0.0,0.0,67,147415.0,104.92170818505338,1405.0
20200124,1.288,68099.0,62227.0,2.8,-1.3,7.4,0.0,0.0,3.7,1.7,63.0,0.0,0.0,67,69616.0,50.15561959654179,1388.0
20200125,0.954,60052.0,58983.0,4.3,0.6,8.8,0.0,0.0,3.9,1.5,63.1,0.0,0.0,67,57388.0,41.645863570391874,1378.0
20200126,1.22,72037.0,71453.0,5.5,-0.2,11.9,0.0,0.0,6.1,2.7,56.3,0.0,0.0,67,71172.0,51.12931034482759,1392.0
20200127,1.016,73379.0,72569.0,5.9,4.8,7.5,6.92,0.1,7.0,4.6,48.1,0.0,0.0,67,75587.0,54.18422939068101,1395.0
20200128,1.678,138263.0,133283.0,6.8,4.3,9.9,2.67,0.0,5.4,2.6,49.4,0.0,0.0,67,137242.0,97.26576895818567,1411.0
20200129,1.936,144193.0,138516.0,6.0,3.2,9.6,0.0,0.0,3.6,2.1,46.4,0.0,0.0,67,142842.0,100.94840989399292,1415.0
20200130,2.064,145226.0,139011.0,5.2,1.4,10.4,0.0,0.0,3.0,1.8,47.0,0.0,0.0,67,142549.0,100.95538243626062,1412.0
20200131,1.824,145333.0,138888.0,3.9,1.4,8.9,0.17,0.0,4.4,2.3,59.6,0.0,0.0,67,142290.0,100.77195467422096,1412.0
20200201,1.574,100178.0,95873.0,2.6,-1.2,7.6,0.0,0.0,4.7,1.7,66.6,0.0,0.0,67,102897.0,73.1842105263158,1406.0
20200202,1.148,71886.0,69684.0,1.5,-2.1,5.3,0.0,0.0,4.7,1.8,52.3,0.0,0.0,67,75942.0,54.39971346704871,1396.0
20200203,1.484,138094.0,132438.0,-0.4,-2.9,3.0,3.08,0.0,5.7,3.1,43.6,0.0,0.0,67,139502.0,99.00780695528744,1409.0
20200204,1.066,138419.0,132921.0,-1.6,-6.0,3.9,7.25,1.7,6.2,2.8,50.3,0.8,0.0,67,140560.0,99.9004975124378,1407.0
20200205,0.972,134177.0,129222.0,-8.3,-11.0,-4.9,0.0,0.0,5.5,3.3,37.3,0.0,0.0,67,137371.0,97.2193913658882,1413.0
20200206,1.012,133393.0,127434.0,-6.4,-11.8,0.4,0.0,0.0,4.0,1.9,36.4,0.0,0.0,67,133816.0,95.03977272727272,1408.0
20200207,1.362,140050.0,133803.0,-1.7,-7.2,2.2,0.58,0.0,3.5,2.0,45.1,0.0,0.0,67,140118.0,99.23371104815864,1412.0
20200208,1.252,97567.0,93562.0,-0.1,-2.3,3.7,0.17,0.0,5.3,3.0,48.1,0.0,0.0,67,100916.0,71.57163120567375,1410.0
20200209,1.078,70723.0,68227.0,-0.5,-5.6,4.1,0.08,0.0,4.4,2.0,51.1,0.0,0.0,67,74169.0,52.71428571428572,1407.0
20200210,1.568,136348.0,131112.0,4.0,-0.7,9.6,0.92,0.0,4.2,1.7,49.4,0.0,0.0,67,134334.0,95.40767045454544,1408.0
20200211,1.982,140250.0,134262.0,6.8,-0.5,14.6,0.0,0.0,3.6,1.6,37.0,0.0,0.0,67,137089.0,97.22624113475176,1410.0
20200212,0.576,135018.0,130031.0,7.4,6.5,8.2,20.58,6.7,5.0,2.2,73.4,0.0,0.0,67,135017.0,95.48585572842998,1414.0
20200213,1.764,141587.0,135528.0,6.5,4.9,8.7,0.0,0.0,3.2,1.7,84.8,0.0,0.78,67,138530.0,98.10906515580736,1412.0
20200214,2.126,147760.0,140528.0,8.1,3.2,14.7,0.0,0.0,3.0,1.2,70.3,0.0,0.0,67,142709.0,101.14032600992203,1411.0
20200215,1.738,106692.0,101753.0,9.8,6.2,15.6,4.25,2.0,5.0,2.7,63.0,0.0,0.0,67,107783.0,76.87803138373752,1402.0
20200216,0.468,74556.0,71871.0,-1.4,-4.3,7.7,17.0,13.4,6.6,4.0,81.1,4.0,0.0,67,79227.0,56.71224051539012,1397.0
20200217,0.746,138275.0,132665.0,-5.9,-7.1,-3.9,14.75,1.0,5.6,3.4,64.3,3.8,0.0,67,136478.0,97.34522111269617,1402.0
20200218,0.968,138026.0,132957.0,-4.1,-8.3,1.3,0.0,0.0,4.1,2.3,44.0,0.0,0.0,67,135711.0,96.3856534090909,1408.0
20200219,1.628,140672.0,135239.0,1.0,-4.4,6.4,0.0,0.0,3.2,1.5,56.8,0.0,0.0,67,137815.0,97.60269121813032,1412.0
20200220,1.916,138638.0,132936.0,4.6,-0.6,10.8,0.0,0.0,3.3,1.7,62.6,0.0,0.0,67,135411.0,96.03617021276597,1410.0
20200221,1.494,139341.0,129982.0,6.7,2.1,10.9,4.92,4.2,5.3,2.2,66.3,0.0,0.0,67,135007.0,95.81760113555713,1409.0
20200222,0.88,87145.0,83785.0,4.0,0.0,7.9,3.83,3.1,8.2,4.0,62.0,0.0,0.0,67,94091.0,67.11198288159771,1402.0
20200223,1.298,58015.0,55832.0,2.5,-2.5,8.0,0.0,0.0,4.2,2.0,48.6,0.0,0.0,67,63714.0,45.64040114613181,1396.0
20200224,1.756,118305.0,113149.0,7.0,0.8,12.2,0.0,0.0,3.4,1.6,51.8,0.0,0.0,67,118586.0,84.5231646471846,1403.0
20200225,0.878,110445.0,105566.0,6.7,4.7,9.4,12.58,16.6,6.8,4.2,73.5,0.0,0.0,67,110516.0,78.54726368159204,1407.0
20200226,1.872,111066.0,106172.0,6.4,2.8,10.4,0.42,0.0,4.0,2.1,59.6,0.0,0.0,67,111307.0,78.94113475177305,1410.0
20200227,2.036,109169.0,104290.0,6.1,1.3,12.5,0.0,0.0,4.4,2.0,54.0,0.0,0.0,67,109938.0,78.4151212553495,1402.0
20200228,0.662,105892.0,100996.0,4.5,3.6,5.9,13.83,3.9,4.2,1.4,79.4,0.0,0.0,67,107876.0,76.56210078069553,1409.0
20200229,1.858,66716.0,63878.0,7.7,4.5,13.0,5.17,0.5,4.2,1.7,68.6,0.0,0.0,67,77431.0,55.11103202846975,1405.0
20200301,1.424,44943.0,42825.0,5.8,3.2,10.1,4.5,0.2,4.7,2.0,71.8,0.0,0.0,67,52564.0,37.680286738351256,1395.0
20200302,1.802,105432.0,101357.0,3.4,0.0,7.6,0.33,0.0,4.9,2.7,55.3,0.0,0.0,67,107420.0,76.13040396881644,1411.0
20200303,2.026,105461.0,101027.0,4.8,0.3,10.5,0.0,0.0,4.7,2.6,57.0,0.0,0.0,67,106585.0,75.59219858156028,1410.0
20200304,1.586,104734.0,100581.0,2.2,-1.3,4.6,1.5,0.0,6.8,3.7,53.4,0.0,0.0,67,107209.0,75.9270538243626,1412.0
20200305,1.804,105115.0,100875.0,1.4,-2.8,6.3,0.0,0.0,4.1,2.5,47.5,0.0,0.0,67,105927.0,75.33926031294452,1406.0
20200306,2.0,108945.0,104218.0,3.7,-2.5,10.1,0.0,0.0,3.6,1.6,46.8,0.0,0.0,67,108151.0,76.86638237384506,1407.0
20200307,2.178,70727.0,67129.0,7.0,1.3,14.2,0.0,0.0,4.1,2.0,39.5,0.0,0.0,67,77652.0,55.42612419700214,1401.0
20200308,2.536,49607.0,47500.0,9.3,2.3,16.9,0.0,0.0,4.6,1.6,43.8,0.0,0.0,67,52569.0,37.87391930835735,1388.0
20200309,2.556,110111.0,105737.0,11.1,4.8,17.6,0.0,0.0,4.5,1.8,37.6,0.0,0.0,67,109362.0,78.33954154727793,1396.0
20200310,0.636,104856.0,100925.0,6.4,3.2,10.8,18.67,11.8,5.3,2.8,78.4,0.0,0.0,67,107638.0,76.33900709219859,1410.0
20200311,2.406,109449.0,104759.0,3.8,0.0,8.3,0.0,0.0,5.5,3.3,41.8,0.0,0.0,67,108978.0,77.50924608819345,1406.0
20200312,2.418,107133.0,102674.0,6.8,0.2,13.3,0.0,0.0,5.4,2.5,49.8,0.0,0.0,67,107059.0,76.252849002849,1404.0
20200313,2.276,109924.0,105045.0,4.9,-0.1,8.7,2.25,0.5,5.4,3.3,41.0,0.0,0.0,67,109682.0,77.62349610757254,1413.0
20200314,2.358,73001.0,69789.0,3.6,-2.7,8.6,0.0,0.0,6.8,3.0,48.1,0.0,0.0,67,79379.0,56.537749287749286,1404.0
20200315,1.808,49473.0,47641.0,4.0,0.2,8.5,0.0,0.0,7.8,3.6,48.3,0.0,0.0,67,54177.0,38.83655913978495,1395.0
20200316,2.006,108931.0,104913.0,3.6,-2.1,9.1,0.0,0.0,5.2,2.8,42.4,0.0,0.0,67,108991.0,77.57366548042705,1405.0
20200317,2.362,108161.0,103637.0,6.6,3.1,12.3,0.0,0.0,5.2,2.1,65.8,0.0,0.0,67,108334.0,77.05120910384068,1406.0
20200318,2.934,111644.0,106894.0,10.0,2.7,17.0,0.0,0.0,4.4,1.8,45.8,0.0,0.0,67,109689.0,78.0149359886202,1406.0
20200319,1.308,105392.0,101305.0,9.1,5.8,12.1,0.33,0.0,8.2,4.8,49.0,0.0,0.0,67,106249.0,75.40738112136268,1409.0
20200320,2.828,115812.0,110863.0,8.8,3.1,14.0,0.0,0.0,6.6,3.1,39.6,0.0,0.0,67,113865.0,79.29317548746518,1436.0
20200321,3.256,76533.0,72873.0,12.8,7.9,19.5,0.0,0.0,5.1,2.0,56.5,0.0,0.0,67,81283.0,56.80153738644304,1431.0
20200322,2.982,52899.0,51161.0,11.0,6.1,16.5,0.0,0.0,5.6,3.0,37.5,0.0,0.0,67,54232.0,38.05754385964912,1425.0
20200323,3.052,110919.0,106625.0,10.6,5.4,17.0,0.0,0.0,4.8,1.9,37.9,0.0,0.0,67,108251.0,75.54152128401954,1433.0
20200324,3.572,111053.0,106640.0,11.4,5.3,17.9,0.0,0.0,4.0,1.8,35.0,0.0,0.0,67,108475.0,75.27758501040944,1441.0
20200325,3.71,113070.0,108527.0,12.5,6.1,19.2,0.0,0.0,5.3,1.9,33.6,0.0,0.0,67,110394.0,76.82254697286012,1437.0
20200326,2.44,110117.0,105283.0,14.8,8.1,20.6,4.92,1.8,5.3,1.9,53.8,0.0,0.0,67,108946.0,75.65694444444445,1440.0
20200327,3.296,113983.0,109151.0,11.9,6.7,15.8,5.92,2.0,5.8,3.3,56.4,0.0,0.0,67,110785.0,77.30983949755758,1433.0
20200328,3.65,77850.0,73919.0,7.7,4.5,12.8,0.0,0.0,5.5,3.2,17.9,0.0,0.0,67,81800.0,57.3632538569425,1426.0
20200329,3.634,54602.0,52245.0,8.7,1.3,16.1,0.0,0.0,4.6,2.0,30.6,0.0,0.0,67,56898.0,39.87245970567624,1427.0
20200330,3.678,112275.0,108154.0,10.2,4.3,16.9,0.0,0.0,4.1,1.8,38.4,0.0,0.0,67,109215.0,75.79111727966689,1441.0
20200331,4.226,112794.0,108256.0,11.9,4.7,18.6,0.0,0.0,4.4,2.0,34.5,0.0,0.0,67,109849.0,76.49651810584959,1436.0
20200401,3.782,113358.0,108396.0,11.3,6.0,17.4,0.0,0.0,7.3,3.7,35.6,0.0,0.0,67,110717.0,77.0473208072373,1437.0
20200402,3.82,113121.0,107681.0,9.3,3.4,15.5,0.0,0.0,5.5,2.3,41.4,0.0,0.0,67,110554.0,76.88038942976355,1438.0
20200403,4.026,116748.0,111153.0,10.0,5.3,16.3,0.0,0.0,5.7,2.7,53.8,0.0,0.0,67,112958.0,78.38861901457321,1441.0
20200404,3.976,78302.0,74544.0,8.9,5.0,13.3,0.0,0.0,6.3,3.4,36.4,0.0,0.0,67,82343.0,57.703573931324456,1427.0
20200405,3.764,54849.0,52439.0,7.2,1.9,13.7,0.0,0.0,5.4,2.8,29.5,0.0,0.0,67,57702.0,40.57805907172996,1422.0
20200406,3.556,114943.0,110240.0,9.3,2.9,16.1,0.0,0.0,5.9,2.4,38.3,0.0,0.0,67,112418.0,78.17663421418636,1438.0
20200407,4.182,114872.0,110538.0,10.6,6.0,16.8,0.0,0.0,5.1,2.5,56.6,0.0,0.0,67,111961.0,77.96727019498607,1436.0
20200408,4.034,115788.0,111044.0,9.4,5.2,14.2,0.0,0.0,5.9,3.5,25.5,0.0,0.0,67,114048.0,79.36534446764092,1437.0
20200409,4.216,115391.0,110158.0,8.9,4.3,14.7,0.0,0.0,5.7,2.8,44.6,0.0,0.0,67,112882.0,78.33587786259542,1441.0
20200410,4.036,118775.0,113335.0,10.7,5.8,16.8,0.0,0.0,4.1,2.4,52.6,0.0,0.0,67,116533.0,80.86953504510757,1441.0
20200411,4.456,81944.0,78199.0,9.9,6.2,16.0,0.0,0.0,4.9,2.5,63.8,0.0,0.0,67,85574.0,59.88383484954514,1429.0
20200412,3.476,56175.0,53504.0,9.9,4.4,15.6,0.0,0.0,7.4,3.8,58.6,0.0,0.0,67,57147.0,40.159522136331695,1423.0
20200413,4.17,116617.0,111808.0,12.4,4.3,20.4,0.0,0.0,5.5,3.1,39.4,0.0,0.0,67,113275.0,78.93728222996516,1435.0
20200414,4.482,120657.0,114361.0,13.0,7.6,19.6,0.0,0.0,5.3,2.4,46.8,0.0,0.0,67,117222.0,81.46073662265462,1439.0
20200415,5.366,72981.0,70043.0,13.2,7.2,20.2,0.0,0.0,5.6,2.2,39.8,0.0,0.0,67,78617.0,54.78536585365854,1435.0
20200416,4.54,118150.0,112468.0,16.0,8.9,23.8,0.0,0.0,4.5,2.3,39.9,0.0,0.0,67,115100.0,79.98610145934677,1439.0
20200417,2.04,116495.0,110934.0,12.5,10.4,15.4,9.5,6.5,4.8,2.4,77.8,0.0,0.0,67,114066.0,79.10263522884883,1442.0
20200418,5.75,86688.0,82354.0,13.5,8.5,19.6,0.0,0.0,4.8,2.6,67.9,0.0,0.0,67,88632.0,62.1978947368421,1425.0
20200419,1.848,56995.0,54591.0,12.3,9.5,15.5,9.0,10.3,5.2,2.7,75.8,0.0,0.0,67,58800.0,41.40845070422535,1420.0
20200420,3.224,119030.0,114072.0,10.0,7.6,13.1,2.33,0.1,6.8,3.3,73.0,0.0,0.0,67,116163.0,80.78094575799722,1438.0
20200421,3.308,120717.0,116138.0,7.4,4.8,10.4,0.0,0.0,8.9,4.4,49.0,0.0,0.0,67,118376.0,82.37717466945024,1437.0
20200422,2.904,119242.0,114296.0,6.0,4.1,8.3,2.33,0.0,6.4,4.0,46.8,0.0,0.0,67,117922.0,81.83344899375433,1441.0
20200423,3.486,122411.0,116859.0,7.9,2.9,12.8,0.0,0.0,7.9,3.7,47.8,0.0,0.0,67,118406.0,82.39805149617258,1437.0
20200424,3.902,126858.0,120337.0,9.9,4.1,14.3,0.0,0.0,8.2,3.9,55.6,0.0,0.0,67,123249.0,85.7086230876217,1438.0
20200425,4.374,90500.0,86083.0,13.1,9.9,17.1,0.0,0.0,7.8,3.9,54.4,0.0,0.0,67,90682.0,62.97361111111111,1440.0
20200426,4.294,65049.0,62508.0,12.3,6.8,19.0,0.0,0.0,6.5,3.2,43.1,0.0,0.0,67,65926.0,46.1990189208129,1427.0
20200427,4.044,123742.0,118694.0,12.9,8.7,18.3,0.0,0.0,5.5,2.8,49.8,0.0,0.0,67,119265.0,82.82291666666667,1440.0
20200428,4.634,125867.0,119877.0,13.9,7.8,19.9,0.0,0.0,5.5,3.0,50.0,0.0,0.0,67,119969.0,83.42767732962447,1438.0
20200429,4.788,129923.0,122660.0,14.9,9.3,21.0,0.0,0.0,5.2,2.6,48.6,0.0,0.0,67,124577.0,86.51180555555555,1440.0
20200430,5.778,82196.0,76459.0,17.1,9.3,23.4,0.0,0.0,5.9,2.7,57.1,0.0,0.0,67,81916.0,57.12412831241283,1434.0
20200501,5.392,88450.0,83612.0,20.2,16.4,26.2,0.0,0.0,5.5,2.7,73.6,0.0,0.0,67,91290.0,63.61672473867596,1435.0
20200502,5.068,82614.0,79194.0,20.3,18.0,23.9,0.67,0.0,4.6,2.3,79.6,0.0,0.0,67,84413.0,58.988819007686935,1431.0
20200503,4.858,64912.0,62865.0,21.8,17.0,27.4,1.08,0.0,3.9,2.0,68.8,0.0,0.0,67,66687.0,46.7978947368421,1425.0
20200504,5.284,115552.0,110254.0,20.2,14.8,25.3,0.0,0.0,4.6,2.7,63.9,0.0,0.0,67,117180.0,81.54488517745303,1437.0
20200505,5.286,72606.0,70312.0,16.0,13.1,19.3,0.0,0.0,5.3,1.9,67.9,0.0,0.0,67,76684.0,53.4383275261324,1435.0
20200506,5.05,129873.0,123849.0,19.4,11.1,27.6,0.0,0.0,4.4,2.1,50.0,0.0,0.0,67,126420.0,87.60914760914761,1443.0
20200507,5.572,130771.0,124822.0,20.7,14.9,26.5,0.0,0.0,4.3,2.5,32.5,0.0,0.0,67,127016.0,88.02217602217603,1443.0
20200508,3.728,132993.0,129256.0,19.9,14.3,27.3,6.17,2.3,4.5,2.4,32.8,0.0,0.0,67,129572.0,90.16840640222686,1437.0
20200509,0.588,82976.0,79755.0,14.2,12.7,16.8,24.0,24.4,5.9,3.6,94.4,0.0,0.0,67,86576.0,60.4159106769016,1433.0
20200510,4.156,66981.0,64824.0,14.4,12.8,16.6,8.42,1.3,4.1,2.5,88.6,0.0,0.0,67,67063.0,47.161040787623065,1422.0
20200511,4.548,128231.0,122897.0,16.5,12.4,22.0,3.0,3.4,5.6,3.0,61.0,0.0,0.0,67,124071.0,86.40041782729806,1436.0
20200512,4.846,127086.0,122138.0,14.3,10.5,18.9,0.83,0.7,5.4,2.9,69.4,0.0,0.0,67,122089.0,84.96102992345163,1437.0
20200513,5.452,128920.0,123553.0,16.1,10.2,21.8,0.0,0.0,6.5,2.8,47.3,0.0,0.0,67,124680.0,86.46324549237171,1442.0
20200514,5.752,127591.0,121971.0,19.3,12.4,25.4,0.0,0.0,4.3,2.0,35.4,0.0,0.0,67,123310.0,85.87047353760445,1436.0
20200515,0.846,123989.0,119520.0,16.1,14.1,20.2,20.75,12.0,5.3,3.0,81.4,0.0,0.0,67,123202.0,85.73556019485038,1437.0
20200516,4.25,91263.0,87181.0,16.7,15.0,20.3,12.67,2.5,3.3,1.6,90.3,0.0,0.0,67,93828.0,65.24895688456189,1438.0
20200517,5.614,68441.0,65518.0,19.1,14.6,24.9,1.0,0.0,4.3,1.7,80.1,0.0,0.0,67,71366.0,50.32863187588152,1418.0
20200518,2.18,122738.0,117697.0,19.1,13.2,26.8,7.0,29.8,7.2,2.4,79.4,0.0,0.0,67,121639.0,84.64787752261657,1437.0
20200519,3.07,123328.0,118352.0,13.0,10.1,17.1,6.42,19.0,7.2,3.2,73.6,0.0,0.0,67,123079.0,85.47152777777778,1440.0
20200520,5.274,131682.0,125844.0,14.4,9.2,20.1,0.58,0.0,3.0,1.9,60.4,0.0,0.0,67,130486.0,90.42688842688842,1443.0
20200521,5.8,130861.0,125161.0,17.4,10.9,22.9,0.0,0.0,3.3,2.1,56.1,0.0,0.0,67,128886.0,89.56636553161918,1439.0
20200522,5.362,133444.0,126876.0,18.5,14.8,22.7,0.5,0.0,4.9,1.9,68.5,0.0,0.0,67,129618.0,89.76315789473684,1444.0
20200523,5.952,99122.0,94473.0,20.1,16.6,25.0,0.67,0.0,4.7,2.2,66.1,0.0,0.0,67,102001.0,70.93254520166899,1438.0
20200524,4.6,64722.0,61854.0,17.1,14.3,20.2,9.75,14.5,6.5,2.9,84.8,0.0,0.0,67,69199.0,48.663150492264414,1422.0
20200525,5.298,130032.0,124261.0,16.6,13.7,21.3,0.0,0.0,3.8,2.1,81.0,0.0,0.0,67,128831.0,89.5281445448228,1439.0
20200526,3.888,129357.0,123804.0,16.2,12.7,22.9,2.67,1.5,5.4,2.1,81.9,0.0,0.0,67,127584.0,88.72322670375522,1438.0
